Text,Label,is_alpha,is_numeric,capital_initial,unigram,bigram,trigram,text_length,contain_period,contain_percent,contain_hyphen,contain_word_percent
Oxford Properties Group,Company,1,0,1,0,0,1,23,0,0,0,0
Oxford Research Group,Company,1,0,1,0,0,1,21,0,0,0,0
Pacific Ethanol Inc,Company,1,0,1,0,0,1,19,0,0,0,0
Pacific Investment Management Company,Company,1,0,1,0,0,1,37,0,0,0,0
Pacifica Capital,Company,1,0,1,0,1,0,16,0,0,0,0
Packing Group,Company,1,0,1,0,1,0,13,0,0,0,0
Paige Group,Company,1,0,1,0,1,0,11,0,0,0,0
Paige Hospitality Group,Company,1,0,1,0,0,1,23,0,0,0,0
Panasonic Corp,Company,1,0,1,0,1,0,14,0,0,0,0
Pando,Company,1,0,1,1,0,0,5,0,0,0,0
Pandora Media Inc,Company,1,0,1,0,0,1,17,0,0,0,0
Pantech Co Ltd,Company,1,0,1,0,0,1,14,0,0,0,0
Patriarch Partners,Company,1,0,1,0,1,0,18,0,0,0,0
Paul Singer,Company,1,0,1,0,1,0,11,0,0,0,0
Paulson,Company,1,0,1,1,0,0,7,0,0,0,0
Pavilion Advisory Group,Company,1,0,1,0,0,1,23,0,0,0,0
Payward Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Peer Carlyle Group,Company,1,0,1,0,0,1,18,0,0,0,0
Pegatron Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Peixin International Group,Company,1,0,1,0,0,1,26,0,0,0,0
JC Penney Corp,Company,1,0,1,0,0,1,14,0,0,0,0
Pennsylvania,Company,1,0,1,1,0,0,12,0,0,0,0
Pension Benefit Guaranty Corp,Company,1,0,1,0,0,1,29,0,0,0,0
Pepco Holdings Inc,Company,1,0,1,0,0,1,18,0,0,0,0
Pepperstone,Company,1,0,1,1,0,0,11,0,0,0,0
Pepsi,Company,1,0,1,1,0,0,5,0,0,0,0
Per Capita Inc,Company,1,0,1,0,0,1,14,0,0,0,0
Peregrine Financial Group,Company,1,0,1,0,0,1,25,0,0,0,0
Pershing Advisor Solutions,Company,1,0,1,0,0,1,26,0,0,0,0
Pershing Square Capital Management,Company,1,0,1,0,0,1,34,0,0,0,0
Pershing Square Capital,Company,1,0,1,0,0,1,23,0,0,0,0
Pershing Square,Company,1,0,1,0,1,0,15,0,0,0,0
Personal Inc,Company,1,0,1,0,1,0,12,0,0,0,0
Perzo Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Pethealth Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Peugeot,Company,1,0,1,1,0,0,7,0,0,0,0
Pfizer Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Pharmaceutical Co Ltd,Company,1,0,1,0,0,1,21,0,0,0,0
Pharmacia Corp,Company,1,0,1,0,1,0,14,0,0,0,0
Phison Electronics Corp,Company,1,0,1,0,0,1,23,0,0,0,0
Pilgrim,Company,1,0,1,1,0,0,7,0,0,0,0
Pimco,Company,1,0,1,1,0,0,5,0,0,0,0
Pine River Capital Management,Company,1,0,1,0,0,1,29,0,0,0,0
Ping An Insurance Group,Company,1,0,1,0,0,1,23,0,0,0,0
Pinnacle Advisory Group,Company,1,0,1,0,0,1,23,0,0,0,0
Pinnacle West Capital Corp,Company,1,0,1,0,0,1,26,0,0,0,0
Pivotal Research Group,Company,1,0,1,0,0,1,22,0,0,0,0
Pixar,Company,1,0,1,1,0,0,5,0,0,0,0
Pizza Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Planning Perspectives Inc,Company,1,0,1,0,0,1,25,0,0,0,0
Playboy Enterprises Inc,Company,1,0,1,0,0,1,23,0,0,0,0
Podesta Group,Company,1,0,1,0,1,0,13,0,0,0,0
Point Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Poly Real Estate Group,Company,1,0,1,0,0,1,22,0,0,0,0
Portuguese Bank Espirito Santo,Company,1,0,1,0,0,1,30,0,0,0,0
Portuguese,Company,1,0,1,1,0,0,10,0,0,0,0
Potash Corp,Company,1,0,1,0,1,0,11,0,0,0,0
Potomac Research Group,Company,1,0,1,0,0,1,22,0,0,0,0
Premier Automotive Group,Company,1,0,1,0,0,1,24,0,0,0,0
Prestige Cruises International Inc,Company,1,0,1,0,0,1,34,0,0,0,0
Priceline,Company,1,0,1,1,0,0,9,0,0,0,0
Pride Corp,Company,1,0,1,0,1,0,10,0,0,0,0
Pride,Company,1,0,1,1,0,0,5,0,0,0,0
Principal Financial Group,Company,1,0,1,0,0,1,25,0,0,0,0
Pro Inc,Company,1,0,1,0,1,0,7,0,0,0,0
Pro,Company,1,0,1,1,0,0,3,0,0,0,0
Procter,Company,1,0,1,1,0,0,7,0,0,0,0
Professional Coin Grading Service,Company,1,0,1,0,0,1,33,0,0,0,0
Promontory Financial Group,Company,1,0,1,0,0,1,26,0,0,0,0
Proofpoint Inc,Company,1,0,1,0,1,0,14,0,0,0,0
Protalix,Company,1,0,1,1,0,0,8,0,0,0,0
Prudential Financial Inc,Company,1,0,1,0,0,1,24,0,0,0,0
Psilos Group,Company,1,0,1,0,1,0,12,0,0,0,0
Public Interest Research Group,Company,1,0,1,0,0,1,30,0,0,0,0
Publicis Group,Company,1,0,1,0,1,0,14,0,0,0,0
Publicis Mojo Group,Company,1,0,1,0,0,1,19,0,0,0,0
Punjab State Civil Supplies Corp,Company,1,0,1,0,0,1,32,0,0,0,0
Putnam Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Qantas,Company,1,0,1,1,0,0,6,0,0,0,0
Qingquan Steel Group,Company,1,0,1,0,0,1,20,0,0,0,0
Qualcomm Inc,Company,1,0,1,0,1,0,12,0,0,0,0
Quirky Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Quiznos,Company,1,0,1,1,0,0,7,0,0,0,0
Raffles Medical Group,Company,1,0,1,0,0,1,21,0,0,0,0
Rakuten Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Rand Group Inc,Company,1,0,1,0,0,1,14,0,0,0,0
Rand Group,Company,1,0,1,0,1,0,10,0,0,0,0
Rational Group,Company,1,0,1,0,1,0,14,0,0,0,0
Raymond James Financial Inc,Company,1,0,1,0,0,1,27,0,0,0,0
Real Estate Group,Company,1,0,1,0,0,1,17,0,0,0,0
Real Personal Inc,Company,1,0,1,0,0,1,17,0,0,0,0
Real Vision Television,Company,1,0,1,0,0,1,22,0,0,0,0
Realty Guild Inc,Company,1,0,1,0,0,1,16,0,0,0,0
Realty Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Realty Income Corp,Company,1,0,1,0,0,1,18,0,0,0,0
Rebel Desk,Company,1,0,1,0,1,0,10,0,0,0,0
Recession,Company,1,0,1,1,0,0,9,0,0,0,0
Reckitt Benckiser Group,Company,1,0,1,0,0,1,23,0,0,0,0
Recon Analytics,Company,1,0,1,0,1,0,15,0,0,0,0
Red Robin Gourmet Burgers,Company,1,0,1,0,0,1,25,0,0,0,0
Regions Financial Corp,Company,1,0,1,0,0,1,22,0,0,0,0
Regulatory Advisory Services Group,Company,1,0,1,0,0,1,34,0,0,0,0
Reilly Automotive Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Reis Inc,Company,1,0,1,0,1,0,8,0,0,0,0
Renesas Electronics Corp,Company,1,0,1,0,0,1,24,0,0,0,0
Renewable Heat Inc,Company,1,0,1,0,0,1,18,0,0,0,0
Republic Airways Inc,Company,1,0,1,0,0,1,20,0,0,0,0
Research Affiliates,Company,1,0,1,0,1,0,19,0,0,0,0
Resources Group,Company,1,0,1,0,1,0,15,0,0,0,0
Resources Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Resources,Company,1,0,1,1,0,0,9,0,0,0,0
Retail Group,Company,1,0,1,0,1,0,12,0,0,0,0
Retailer Sears Holdings Corp,Company,1,0,1,0,0,1,28,0,0,0,0
Retirement Inc,Company,1,0,1,0,1,0,14,0,0,0,0
Reuters Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Reuters Facebook,Company,1,0,1,0,1,0,16,0,0,0,0
Revel Entertainment Corp,Company,1,0,1,0,0,1,24,0,0,0,0
Reynolds American Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Reynolds Group,Company,1,0,1,0,1,0,14,0,0,0,0
Rhodium Group,Company,1,0,1,0,1,0,13,0,0,0,0
Rice Energy Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Berkshire Hathaway,Company,1,0,1,0,1,0,18,0,0,0,0
Ridge Energy Inc,Company,1,0,1,0,0,1,16,0,0,0,0
Rite Aid Corp,Company,1,0,1,0,0,1,13,0,0,0,0
Ritholtz Wealth Management,Company,1,0,1,0,0,1,26,0,0,0,0
Ritholtz Wealth,Company,1,0,1,0,1,0,15,0,0,0,0
Roadhouse Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Rock Group,Company,1,0,1,0,1,0,10,0,0,0,0
Rock Inc,Company,1,0,1,0,1,0,8,0,0,0,0
Rock,Company,1,0,1,1,0,0,4,0,0,0,0
Rolling Stock Corp,Company,1,0,1,0,0,1,18,0,0,0,0
Rongzhong Group,Company,1,0,1,0,1,0,15,0,0,0,0
Rosneft,Company,1,0,1,1,0,0,7,0,0,0,0
Rothschild Inc,Company,1,0,1,0,1,0,14,0,0,0,0
Rowe Price Associates Inc,Company,1,0,1,0,0,1,25,0,0,0,0
Rowe Price,Company,1,0,1,0,1,0,10,0,0,0,0
Rubicon,Company,1,0,1,1,0,0,7,0,0,0,0
Runner Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Ryanair,Company,1,0,1,1,0,0,7,0,0,0,0
Ryland Group Inc,Company,1,0,1,0,0,1,16,0,0,0,0
Ryland Group,Company,1,0,1,0,1,0,12,0,0,0,0
Chrysler Group,Company,1,0,1,0,1,0,14,0,0,0,0
Safeway Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Safra Group,Company,1,0,1,0,1,0,11,0,0,0,0
Safran,Company,1,0,1,1,0,0,6,0,0,0,0
Sage Advisory Group,Company,1,0,1,0,0,1,19,0,0,0,0
Sahara Group,Company,1,0,1,0,1,0,12,0,0,0,0
Sainsbury,Company,1,0,1,1,0,0,9,0,0,0,0
Saks Inc,Company,1,0,1,0,1,0,8,0,0,0,0
Salesforce,Company,1,0,1,1,0,0,10,0,0,0,0
Samsung Asset Management Co Ltd,Company,1,0,1,0,0,1,31,0,0,0,0
Samsung Electronics Co Ltd,Company,1,0,1,0,0,1,26,0,0,0,0
Samsung Electronics,Company,1,0,1,0,1,0,19,0,0,0,0
Samsung Engineering Co Ltd,Company,1,0,1,0,0,1,26,0,0,0,0
Samsung General Chemicals Co Ltd,Company,1,0,1,0,0,1,32,0,0,0,0
Samsung Group,Company,1,0,1,0,1,0,13,0,0,0,0
Samsung Heavy Industries Co Ltd,Company,1,0,1,0,0,1,31,0,0,0,0
Samsung Life Insurance Co Ltd,Company,1,0,1,0,0,1,29,0,0,0,0
Samsung Mobile,Company,1,0,1,0,1,0,14,0,0,0,0
Samsung Techwin Co Ltd,Company,1,0,1,0,0,1,22,0,0,0,0
San Miguel Corp,Company,1,0,1,0,0,1,15,0,0,0,0
Sanofi,Company,1,0,1,1,0,0,6,0,0,0,0
Saudi Basic Industries Corp,Company,1,0,1,0,0,1,27,0,0,0,0
Savola Group,Company,1,0,1,0,1,0,12,0,0,0,0
Schramm Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Scotland Group,Company,1,0,1,0,1,0,14,0,0,0,0
Scott Apartment Advisors Inc,Company,1,0,1,0,0,1,28,0,0,0,0
Scott Olson Twitter,Company,1,0,1,0,0,1,19,0,0,0,0
Scottish Re Group,Company,1,0,1,0,0,1,17,0,0,0,0
Scottrade Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Seabreeze Partners Management,Company,1,0,1,0,0,1,29,0,0,0,0
Sears Canada Inc,Company,1,0,1,0,0,1,16,0,0,0,0
Sears Canada,Company,1,0,1,0,1,0,12,0,0,0,0
Sears Holdings Corp,Company,1,0,1,0,0,1,19,0,0,0,0
Sears,Company,1,0,1,1,0,0,5,0,0,0,0
Securities Co Ltd,Company,1,0,1,0,0,1,17,0,0,0,0
Securities International Co Ltd,Company,1,0,1,0,0,1,31,0,0,0,0
Selling Strategy To Lower Inc,Company,1,0,1,0,0,1,29,0,0,0,0
Sequence Inc,Company,1,0,1,0,1,0,12,0,0,0,0
Serv Corp,Company,1,0,1,0,1,0,9,0,0,0,0
Service Co Ltd,Company,1,0,1,0,0,1,14,0,0,0,0
Service Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Set Research Systems Inc,Company,1,0,1,0,0,1,24,0,0,0,0
Shack Corp,Company,1,0,1,0,1,0,10,0,0,0,0
Shadow Government Statistics,Company,1,0,1,0,0,1,28,0,0,0,0
Shake Shack,Company,1,0,1,0,1,0,11,0,0,0,0
Shanghai Film Co Ltd,Company,1,0,1,0,0,1,20,0,0,0,0
Shanghai Husi Food Co Ltd,Company,1,0,1,0,0,1,25,0,0,0,0
Shanghai International Energy Exchange Corp,Company,1,0,1,0,0,1,43,0,0,0,0
Shanghai International Port Group Co Ltd,Company,1,0,1,0,0,1,40,0,0,0,0
Shanghai International Port Group,Company,1,0,1,0,0,1,33,0,0,0,0
Shanghai Media Group,Company,1,0,1,0,0,1,20,0,0,0,0
Shanghai Pudong Development Bank Co Ltd,Company,1,0,1,0,0,1,39,0,0,0,0
Shanxi Zhenfu Energy Group,Company,1,0,1,0,0,1,26,0,0,0,0
Shares High Yield Corp,Company,1,0,1,0,0,1,22,0,0,0,0
Sharp Corp,Company,1,0,1,0,1,0,10,0,0,0,0
Shell,Company,1,0,1,1,0,0,5,0,0,0,0
Shenzhen Liye Group,Company,1,0,1,0,0,1,19,0,0,0,0
Shimizu Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Shinhan Investment Corp,Company,1,0,1,0,0,1,23,0,0,0,0
Shinyang Engineering Co Ltd,Company,1,0,1,0,0,1,27,0,0,0,0
Ships Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Shuanghui Group,Company,1,0,1,0,1,0,15,0,0,0,0
Shutterfly Inc,Company,1,0,1,0,1,0,14,0,0,0,0
Shutterstock,Company,1,0,1,1,0,0,12,0,0,0,0
Sierra Nevada Corp,Company,1,0,1,0,0,1,18,0,0,0,0
Silica Holdings Inc,Company,1,0,1,0,0,1,19,0,0,0,0
Silicon Motion Technology Corp,Company,1,0,1,0,0,1,30,0,0,0,0
Simon Property Group Inc,Company,1,0,1,0,0,1,24,0,0,0,0
Simon Property Group,Company,1,0,1,0,0,1,20,0,0,0,0
Sina Corp,Company,1,0,1,0,1,0,9,0,0,0,0
Singapore,Company,1,0,1,1,0,0,9,0,0,0,0
Sino Forest Corp,Company,1,0,1,0,0,1,16,0,0,0,0
Sinopec Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Sinopec Group,Company,1,0,1,0,1,0,13,0,0,0,0
Skin Enterprises Inc,Company,1,0,1,0,0,1,20,0,0,0,0
Sky Bridge Capital,Company,1,0,1,0,0,1,18,0,0,0,0
Sky,Company,1,0,1,1,0,0,3,0,0,0,0
Skymark Airlines Inc,Company,1,0,1,0,0,1,20,0,0,0,0
Smart Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Smith Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Smithfield Foods Inc,Company,1,0,1,0,0,1,20,0,0,0,0
Snapchat Inc,Company,1,0,1,0,1,0,12,0,0,0,0
Snapchat,Company,1,0,1,1,0,0,8,0,0,0,0
Societe Generale Group,Company,1,0,1,0,0,1,22,0,0,0,0
Societe Generale,Company,1,0,1,0,1,0,16,0,0,0,0
Softbank Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Sogou Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Solar Co Ltd,Company,1,0,1,0,0,1,12,0,0,0,0
Solar Holdings Co Ltd,Company,1,0,1,0,0,1,21,0,0,0,0
Solaris Group,Company,1,0,1,0,1,0,13,0,0,0,0
Sonoma Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Sony Corp,Company,1,0,1,0,1,0,9,0,0,0,0
Sony Entertainment,Company,1,0,1,0,1,0,18,0,0,0,0
Sony Group,Company,1,0,1,0,1,0,10,0,0,0,0
Sony,Company,1,0,1,1,0,0,4,0,0,0,0
Sorinet Group,Company,1,0,1,0,1,0,13,0,0,0,0
Sotheby,Company,1,0,1,1,0,0,7,0,0,0,0
South Bay Apparel Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Southeastern Asset Management Inc,Company,1,0,1,0,0,1,33,0,0,0,0
Southwest,Company,1,0,1,1,0,0,9,0,0,0,0
Space Expedition Corp,Company,1,0,1,0,0,1,21,0,0,0,0
Space Exploration Technologies Corp,Company,1,0,1,0,0,1,35,0,0,0,0
Space,Company,1,0,1,1,0,0,5,0,0,0,0
Special Situations Group,Company,1,0,1,0,0,1,24,0,0,0,0
Spectrem Group,Company,1,0,1,0,1,0,14,0,0,0,0
Spirit Airlines Inc,Company,1,0,1,0,0,1,19,0,0,0,0
Springleaf Finance Corp,Company,1,0,1,0,0,1,23,0,0,0,0
Sprint Corp,Company,1,0,1,0,1,0,11,0,0,0,0
Sprint Nextel Corp,Company,1,0,1,0,0,1,18,0,0,0,0
Sprint,Company,1,0,1,1,0,0,6,0,0,0,0
Square Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Standard Bank Group,Company,1,0,1,0,0,1,19,0,0,0,0
Standard General,Company,1,0,1,0,1,0,16,0,0,0,0
Standard Pacific Corp,Company,1,0,1,0,0,1,21,0,0,0,0
Stanford Financial Group,Company,1,0,1,0,0,1,24,0,0,0,0
Staples Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Starboard Investments,Company,1,0,1,0,1,0,21,0,0,0,0
Starbucks Corp,Company,1,0,1,0,1,0,14,0,0,0,0
Starbucks,Company,1,0,1,1,0,0,9,0,0,0,0
Starr International,Company,1,0,1,0,1,0,19,0,0,0,0
State Automobile Dealers Association Inc,Company,1,0,1,0,0,1,40,0,0,0,0
State Grid Corp,Company,1,0,1,0,0,1,15,0,0,0,0
Statoil,Company,1,0,1,1,0,0,7,0,0,0,0
Steel Corp,Company,1,0,1,0,1,0,10,0,0,0,0
Steel Group,Company,1,0,1,0,1,0,11,0,0,0,0
Stephen Lam Apple,Company,1,0,1,0,0,1,17,0,0,0,0
Sterling Commerce Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Sterling Software Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Steve Blumenthal,Company,1,0,1,0,1,0,16,0,0,0,0
Stewart Enterprises Inc,Company,1,0,1,0,0,1,23,0,0,0,0
Stilwell Value Partners,Company,1,0,1,0,0,1,23,0,0,0,0
Stocktwits,Company,1,0,1,1,0,0,10,0,0,0,0
Stop Corp,Company,1,0,1,0,1,0,9,0,0,0,0
Stores Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Strait Wealth Management Group,Company,1,0,1,0,0,1,30,0,0,0,0
Stratasys Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Strategic Group,Company,1,0,1,0,1,0,15,0,0,0,0
Strategic Inc,Company,1,0,1,0,1,0,13,0,0,0,0
Stream Yahoo,Company,1,0,1,0,1,0,12,0,0,0,0
Street,Company,1,0,1,1,0,0,6,0,0,0,0
Stryker Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Student Public Interest Research Group,Company,1,0,1,0,0,1,38,0,0,0,0
Suburban Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Sumitomo Mitsui Banking Corp,Company,1,0,1,0,0,1,28,0,0,0,0
Sumitomo Mitsui Financial Group Inc,Company,1,0,1,0,0,1,35,0,0,0,0
Sumitomo Mitsui Financial Group,Company,1,0,1,0,0,1,31,0,0,0,0
Sun Art Retail Group,Company,1,0,1,0,0,1,20,0,0,0,0
Suning Commerce Group Co Ltd,Company,1,0,1,0,0,1,28,0,0,0,0
Suning Commerce Group,Company,1,0,1,0,0,1,21,0,0,0,0
Sunwah Kingsway Group,Company,1,0,1,0,0,1,21,0,0,0,0
Superb Summit International Group,Company,1,0,1,0,0,1,33,0,0,0,0
Susquehanna Bancshares Inc,Company,1,0,1,0,0,1,26,0,0,0,0
Suzuki Motor Corp,Company,1,0,1,0,0,1,17,0,0,0,0
Swatch Group,Company,1,0,1,0,1,0,12,0,0,0,0
Symantec Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Symetra Financial Corp,Company,1,0,1,0,0,1,22,0,0,0,0
Syncora Guarantee Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Synthetic Genomics Inc,Company,1,0,1,0,0,1,22,0,0,0,0
Systems Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Tabb Group,Company,1,0,1,0,1,0,10,0,0,0,0
Taisei Corp,Company,1,0,1,0,1,0,11,0,0,0,0
Takata Corp,Company,1,0,1,0,1,0,11,0,0,0,0
Takenaka Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Talisman Energy Inc,Company,1,0,1,0,0,1,19,0,0,0,0
Taminco Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Tard Inc,Company,1,0,1,0,1,0,8,0,0,0,0
Target Corp,Company,1,0,1,0,1,0,11,0,0,0,0
Target,Company,1,0,1,1,0,0,6,0,0,0,0
Tasly Pharmaceutical Group Co Ltd,Company,1,0,1,0,0,1,33,0,0,0,0
Tasly Pharmaceutical Group,Company,1,0,1,0,0,1,26,0,0,0,0
Teal Group,Company,1,0,1,0,1,0,10,0,0,0,0
Technology Co Ltd,Company,1,0,1,0,0,1,17,0,0,0,0
Tekmira Pharmaceuticals Corp,Company,1,0,1,0,0,1,28,0,0,0,0
Tekmira,Company,1,0,1,1,0,0,7,0,0,0,0
Telecom Italia,Company,1,0,1,0,1,0,14,0,0,0,0
Television Group,Company,1,0,1,0,1,0,16,0,0,0,0
Templeton Emerging Markets Group,Company,1,0,1,0,0,1,32,0,0,0,0
Templeton Investments,Company,1,0,1,0,1,0,21,0,0,0,0
Tencent Inc,Company,1,0,1,0,1,0,11,0,0,0,0
Tesco,Company,1,0,1,1,0,0,5,0,0,0,0
Tesla Motor Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Tesla Motors Inc,Company,1,0,1,0,0,1,16,0,0,0,0
Tesla Motors,Company,1,0,1,0,1,0,12,0,0,0,0
Tesla,Company,1,0,1,1,0,0,5,0,0,0,0
Texas Pacific Group,Company,1,0,1,0,0,1,19,0,0,0,0
Textron Inc,Company,1,0,1,0,1,0,11,0,0,0,0
The Advisory Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Airbus Group,Company,1,0,1,0,0,1,16,0,0,0,0
The Alexander Group,Company,1,0,1,0,0,1,19,0,0,0,0
The Alpert Group,Company,1,0,1,0,0,1,16,0,0,0,0
The Andriole Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Asian Corp,Company,1,0,1,0,0,1,14,0,0,0,0
The Australian Broadcasting Corp,Company,1,0,1,0,0,1,32,0,0,0,0
The Beef Products Inc,Company,1,0,1,0,0,1,21,0,0,0,0
The Blackstone Group,Company,1,0,1,0,0,1,20,0,0,0,0
The Boston Consulting Group,Company,1,0,1,0,0,1,27,0,0,0,0
The Business Roundtable,Company,1,0,1,0,0,1,23,0,0,0,0
The Carlyle Group,Company,1,0,1,0,0,1,17,0,0,0,0
The Chrysler Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Container Store Group,Company,1,0,1,0,0,1,25,0,0,0,0
The Earned Inc,Company,1,0,1,0,0,1,14,0,0,0,0
The Economist Group,Company,1,0,1,0,0,1,19,0,0,0,0
The Edge Consulting Group,Company,1,0,1,0,0,1,25,0,0,0,0
The Elevation Group,Company,1,0,1,0,0,1,19,0,0,0,0
The Environmental Working Group,Company,1,0,1,0,0,1,31,0,0,0,0
The Eurasia Group,Company,1,0,1,0,0,1,17,0,0,0,0
The Fraternal Information Programming Group,Company,1,0,1,0,0,1,43,0,0,0,0
The Goldman Sachs Group,Company,1,0,1,0,0,1,23,0,0,0,0
The Hammerstone Group,Company,1,0,1,0,0,1,21,0,0,0,0
The Home Depot,Company,1,0,1,0,0,1,14,0,0,0,0
The Howard Hughes Corp,Company,1,0,1,0,0,1,22,0,0,0,0
The Howard Hughes Corporation,Company,1,0,1,0,0,1,29,0,0,0,0
The Hunt,Company,1,0,1,0,1,0,8,0,0,0,0
The Icahn Group,Company,1,0,1,0,0,1,15,0,0,0,0
The National Inc,Company,1,0,1,0,0,1,16,0,0,0,0
The Principal Financial Group,Company,1,0,1,0,0,1,29,0,0,0,0
The Reuters Corp,Company,1,0,1,0,0,1,16,0,0,0,0
The Richards Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Rummage Group,Company,1,0,1,0,0,1,17,0,0,0,0
The September Personal Inc,Company,1,0,1,0,0,1,26,0,0,0,0
The Spectrem Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Tokmakjian Group,Company,1,0,1,0,0,1,20,0,0,0,0
The Vanguard Group,Company,1,0,1,0,0,1,18,0,0,0,0
The Vehicle Production Group,Company,1,0,1,0,0,1,28,0,0,0,0
The Vision Group,Company,1,0,1,0,0,1,16,0,0,0,0
The Washington Post Co,Company,1,0,1,0,0,1,22,0,0,0,0
The Washington Post,Company,1,0,1,0,0,1,19,0,0,0,0
Think Group,Company,1,0,1,0,1,0,11,0,0,0,0
Third Point,Company,1,0,1,0,1,0,11,0,0,0,0
Thomson Reuters Corp,Company,1,0,1,0,0,1,20,0,0,0,0
Thomson Reuters Loan Pricing Corp,Company,1,0,1,0,0,1,33,0,0,0,0
Three Gorges Corp,Company,1,0,1,0,0,1,17,0,0,0,0
Tiger Asset Management,Company,1,0,1,0,0,1,22,0,0,0,0
Tiger Management,Company,1,0,1,0,1,0,16,0,0,0,0
Tiger Media Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Tim Elmes Group,Company,1,0,1,0,0,1,15,0,0,0,0
Tim Hortons Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Time Inc,Company,1,0,1,0,1,0,8,0,0,0,0
Time Warner Cable Inc,Company,1,0,1,0,0,1,21,0,0,0,0
Time Warner Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Time Warner,Company,1,0,1,0,1,0,11,0,0,0,0
Titan,Company,1,0,1,1,0,0,5,0,0,0,0
Tokmakjian Group,Company,1,0,1,0,1,0,16,0,0,0,0
Toll Brothers Inc,Company,1,0,1,0,0,1,17,0,0,0,0
Tommy Hilfiger,Company,1,0,1,0,1,0,14,0,0,0,0
Tongling Nonferrous Metals Group,Company,1,0,1,0,0,1,32,0,0,0,0
Toshiba Corp,Company,1,0,1,0,1,0,12,0,0,0,0
Total Inc,Company,1,0,1,0,1,0,9,0,0,0,0
Total,Company,1,0,1,1,0,0,5,0,0,0,0
Hasbro Inc,Company,1,0,1,0,1,0,10,0,0,0,0
Toyota Motor Corp,Company,1,0,1,0,0,1,17,0,0,0,0
Tracinda Corp,Company,1,0,1,0,1,0,13,0,0,0,0
Trade Financial Corp,Company,1,0,1,0,0,1,20,0,0,0,0
Trade Group,Company,1,0,1,0,1,0,11,0,0,0,0
Transcanada Corp,Company,1,0,1,0,1,0,16,0,0,0,0
Travelers Group,Company,1,0,1,0,1,0,15,0,0,0,0
Trevi Group,Company,1,0,1,0,1,0,11,0,0,0,0
Tri Pointe Homes Inc,Company,1,0,1,0,0,1,20,0,0,0,0
Trian Fund Management,Company,1,0,1,0,0,1,21,0,0,0,0
Triumph Group,Company,1,0,1,0,1,0,13,0,0,0,0
Trulia,Company,1,0,1,1,0,0,6,0,0,0,0
Trump Entertainment Resorts Inc,Company,1,0,1,0,0,1,31,0,0,0,0
Trust Banks Inc,Company,1,0,1,0,0,1,15,0,0,0,0
Tucows Inc,Company,1,0,1,0,1,0,10,0,0,0,0
